cluster	avg_seq_len	MainBody_length	avg_GC_cont	avg_ATcont_after3p	sum_all_reads	num_gap_bars	scale_rate_5p	num_mismatches_8mer	num_mism_in_MB	len_after_MB	gap_droppin_len	gcs	ats	cpg	cwf	ce	cz	cm2	cm3	ct2	ct3	cl2	cl3	ident2rev_compl_clust	hits_on_mature_miR	bracket-mirna-fraction	hairpin-size-estimate	loop-mirna-distance-estimate	loop-size-estimate	loops-in-hairpin	minimum-free-energy	mirna-bracket-discrepancy	mirna-bracket-majority	mirna-unmatched
1019	21.8465346535	21	0.543324392998	0.285476666667	202	3	3	0	0	4	2	0.0	0.0	0.333333333333	2.0066753277	0.997015105738	0.4	0.889629653262	0.720321349148	0.8125	0.8125	0.85	0.925	68	YES	0.863636363636364	62	5	9	1	-35.30	1	19	3
1020	22.266847274	22	0.482728531024	0.11909	2953	1	1	0	0	4	2	0.0909090909091	0.0909090909091	0.366666666667	2.0066753277	0.997015105738	0.4	0.904452421094	0.720321349148	0.875	0.875	0.9	0.95	81	YES	0.909090909090909	63	7	6	1	-48.30	1	20	2
1021	18.3346121057	16	0.483438204043	0.19551	2346	5	5	0	0	5	2	0.2	0.555555555556	0.416666666667	1.90311329823	0.935509560439	0.38	0.781996701719	0.661635963738	0.625	0.588235294118	0.7	0.810810810811	68	NO	0.631578947368421	63	13	7	1	-22.60	1	12	7
1022	20.875	16	0.500724151598	0.208333333333	8	10	10	0	0	4	4	0.538461538462	0.111111111111	0.433333333333	2.01996992999	0.920992879194	0.415094339623	0.850997361621	0.720321349148	0.75	0.75	0.8	0.9	71	NO	0.818181818181818	67	0	4	2	-23.00	1	18	4
1023	23.4	21	0.423958810069	0.333333333333	5	4	4	0	1	4	0	0.6	0.0	0.625	2.02130842292	0.933816945486	0.415094339623	0.859984117599	0.703654682481	0.75	0.7125	0.8	0.875	73	NO	0.272727272727273	59	0	48	1	 -6.80	1	6	16
1024	21.1428571429	17	0.445087603726	0.190476666667	7	3	3	0	0	6	6	0.2	0.0	0.416666666667	2.00801382063	0.990412968115	0.423076923077	0.827187837812	0.670321349148	0.6875	0.584375	0.75	0.8	67	NO	0.363636363636364	34	5	8	1	-14.10	1	8	14
1025	20.989010989	18	0.377704197493	0.44078	273	1	1	0	0	8	7	0.5	0.285714285714	0.666666666667	2.02342454575	0.919517161779	0.423076923077	0.775229171424	0.664030619963	0.625	0.53125	0.7	0.775	70	NO	0.454545454545455	75	10	8	2	-25.30	1	10	12
1026	21.606741573	21	0.360957220833	0.26592	178	0	0	0	0	4	2	0.25	0.285714285714	0.533333333333	2.01610799814	0.945545503318	0.423076923077	0.833023849665	0.670321349148	0.6875	0.584375	0.75	0.8	82	YES	0.772727272727273	60	3	17	1	-31.30	1	17	5
1027	20.4285714286	17	0.366609358719	0.380953333333	7	4	4	0	0	5	4	0.25	0.142857142857	0.533333333333	2.01399187531	0.959845287025	0.423076923077	0.856833373475	0.686988015815	0.75	0.675	0.8	0.85	57	NO	0.454545454545455	26	0	6	1	-11.60	0.666666666666667	10	7
1028	21.5423728814	20	0.51699707234	0.124293333333	59	3	3	0	0	3	3	0.454545454545	0.0	0.458333333333	1.97642493304	0.958678510174	0.388888888889	0.921045929945	0.707987918907	0.875	0.875	0.9	0.948717948718	70	YES	0.904761904761905	54	5	5	1	-64.10	1	19	2
1029	21.9387755102	22	0.557599235242	0.2381	49	6	6	3	9	4	3	0.384615384615	0.333333333333	0.361111111111	2.01744649107	0.938943365694	0.423076923077	0.784215927402	0.647363953297	0.625	0.5	0.7	0.75	76	YES	0.863636363636364	57	6	7	1	-51.30	1	19	3
1030	21.6666666667	17	0.372570642292	0.388886666667	6	7	7	0	1	8	5	0.333333333333	0.230769230769	0.5	2.01399187531	0.959845287025	0.43137254902	0.803378314002	0.63069728663	0.6875	0.515625	0.75	0.75	72	NO	0.272727272727273	58	20	5	1	 -7.60	1	6	16
1031	21.1764705882	19	0.55255699154	0.235293333333	17	1	1	0	0	6	4	0.333333333333	0.75	0.375	1.96578017439	0.869676936084	0.4	0.777644503697	0.613923727072	0.6875	0.534722222222	0.75	0.763157894737	71	NO	0.65	35	0	6	1	-29.60	1	13	7
1032	21.8097345133	21	0.629042787219	0.262903333333	904	0	0	0	0	4	2	0.428571428571	0.25	0.35	2.01996992999	0.920992879194	0.448979591837	0.79320268338	0.614030619963	0.6875	0.48125	0.75	0.725	79	YES	0.681818181818182	60	10	4	1	-32.50	1	15	7
1033	22.5714285714	22	0.671330698287	0.14286	7	3	3	0	0	1	1	0.6	0.142857142857	0.416666666667	2.03074109336	0.854049331751	0.43137254902	0.770582034215	0.63069728663	0.6875	0.515625	0.75	0.75	74	YES	0.681818181818182	77	16	3	1	-38.90	1	15	7
1034	22.8	19	0.371646903821	0.133333333333	5	3	3	0	0	6	0	0.25	0.142857142857	0.533333333333	2.01399187531	0.959845287025	0.423076923077	0.89861640924	0.670321349148	0.8125	0.690625	0.85	0.85	79	NO	0.545454545454545	58	7	5	1	-10.30	1	12	10
1035	21.1333333333	19	0.431080728734	0.266665	15	6	6	0	0	2	0	0.555555555556	0.230769230769	0.642857142857	2.02223210439	0.92832660639	0.44	0.751419647614	0.607739890779	0.5625	0.39375	0.65	0.675	75	NO	0.727272727272727	79	18	4	1	-24.30	1	16	6
1036	20.1333333333	14	0.445330446408	0.555553333333	15	7	7	0	0	8	4	0.0	0.5	0.4	2.01610799814	0.945545503318	0.448979591837	0.761595278236	0.620321349148	0.5625	0.39375	0.65	0.675	68	NO	0.5	52	0	13	1	-11.60	1	11	11
1037	22.3103448276	22	0.594413674561	0.0	29	1	1	0	0	2	0	0.0769230769231	0.333333333333	0.309523809524	2.01239211786	0.970035764655	0.448979591837	0.803378314002	0.624406557445	0.6875	0.515625	0.75	0.75	67	NO	0.409090909090909	38	5	6	1	-32.40	0.692307692307692	9	9
1038	22.1304347826	22	0.401818181818	NA	46	3	3	0	0	0	0	0.5	0.428571428571	0.666666666667	2.0272864776	0.894964537655	0.448979591837	0.727610123805	0.607739890779	0.5625	0.39375	0.65	0.675	69	NO	0.681818181818182	43	0	7	1	-20.40	1	15	7
1039	20.875	17	0.354898416188	0.229166666667	16	2	2	0	0	8	7	0.75	0.428571428571	1.14285714286	2.04495937712	0.846289322881	0.44	0.752608522258	0.607739890779	0.5625	0.39375	0.65	0.675	70	NO	0.590909090909091	73	14	6	1	-20.20	1	13	9
1040	22.45	21	0.580035406368	0.216666666667	20	1	1	0	0	3	3	0.384615384615	0.111111111111	0.361111111111	2.01399187531	0.953830230059	0.415094339623	0.842010605643	0.703654682481	0.75	0.7125	0.8	0.875	78	YES	0.863636363636364	60	4	9	1	-36.30	1	19	3
1041	22.3333333333	22	0.500789572746	0.06173	27	0	0	0	0	3	2	0.272727272727	0.454545454545	0.392857142857	2.01625404971	0.947752810306	0.415094339623	0.865820129453	0.703654682481	0.75	0.7125	0.8	0.875	86	YES	0.681818181818182	51	5	3	1	-44.10	1	15	7
1042	19.5454545455	13	0.531485260771	0.0	11	8	8	0	0	8	7	0.0	0.2	0.333333333333	2.00801382063	0.990412968115	0.415094339623	0.889629653262	0.686988015815	0.8125	0.73125	0.85	0.875	67	NO	0.363636363636364	20	0	3	1	-20.90	0.888888888888889	8	13
1043	21.6	18	0.351736111111	0.0666666666667	5	5	5	0	1	4	0	0.0	0.142857142857	0.5	2.01187575248	0.968130013766	0.415094339623	0.833023849665	0.686988015815	0.6875	0.61875	0.75	0.825	67	NO	0.545454545454545	39	0	3	1	-19.90	0.923076923076923	12	9
1044	21.2142857143	16	0.585495670996	0.238096666667	28	0	0	0	0	10	9	0.230769230769	0.333333333333	0.325	2.01399187531	0.959845287025	0.423076923077	0.818201081834	0.686988015815	0.6875	0.61875	0.75	0.825	73	YES	0.727272727272727	55	4	10	1	-32.10	1	16	6
1045	16.797752809	16	0.521991629017	NA	89	9	9	0	0	0	0	0.111111111111	0.142857142857	0.45	1.75290966889	0.988608500731	0.333333333333	0.876722648902	0.634559153676	0.8	0.8	0.842105263158	0.909090909091	75	NO	0.6875	50	0	4	2	-17.30	1	11	5
1046	21.8560687433	22	0.440732280456	0.0153966666667	931	4	4	5	6	4	2	0.2	0.166666666667	0.416666666667	2.0089375021	0.984922629019	0.423076923077	0.865820129453	0.686988015815	0.75	0.675	0.8	0.85	75	YES	1	51	0	8	1	-53.10	1	22	0
1047	20.0	18	0.299706187902	0.26923	13	7	7	0	0	2	2	0.6	0.0666666666667	1.25	1.96578017439	0.869676936084	0.4	0.752642733567	0.657950463203	0.5625	0.5	0.65	0.763157894737	73	NO	0.55	63	10	17	1	-10.80	1	11	9
1048	22.6470588235	21	0.631212121212	0.37255	17	0	0	0	0	4	0	0.0	0.25	0.285714285714	2.01331579932	0.964545425559	0.415094339623	0.779568790193	0.670321349148	0.625	0.53125	0.7	0.775	75	YES	0.818181818181818	68	9	4	1	-38.30	1	18	4
1049	21.7083333333	22	0.607487934263	0.00521	96	3	3	0	0	2	1	0.230769230769	0.333333333333	0.325	2.01399187531	0.959845287025	0.43137254902	0.842010605643	0.670321349148	0.75	0.6375	0.8	0.825	76	NO	0.5	28	0	4	1	-32.20	0.6875	11	6
1050	22.2727272727	19	0.449570306237	0.424246666667	11	3	3	0	0	6	6	0.111111111111	0.0769230769231	0.45	2.0089375021	0.984922629019	0.423076923077	0.85564449883	0.686988015815	0.8125	0.73125	0.85	0.875	69	NO	0.590909090909091	45	0	7	1	-34.00	1	13	9
1051	22.3	22	0.551777436198	0.0666666666667	20	0	0	0	1	3	2	0.5	0.2	0.444444444444	2.01744649107	0.938943365694	0.415094339623	0.799038695233	0.686988015815	0.6875	0.61875	0.75	0.825	68	NO	0.818181818181818	54	2	4	1	-32.00	1	18	4
1052	21.9189189189	22	0.494829931973	0.0540566666667	37	1	1	0	0	3	1	0.0909090909091	0.454545454545	0.366666666667	2.01399187531	0.959845287025	0.43137254902	0.794391558024	0.670321349148	0.625	0.53125	0.7	0.775	72	NO	0.954545454545455	65	0	22	1	-46.80	1	21	1
1053	21.4166666667	19	0.572274164857	0.0	12	5	5	0	0	2	0	0.384615384615	0.555555555556	0.361111111111	2.02568672015	0.90742468506	0.423076923077	0.818201081834	0.670321349148	0.6875	0.584375	0.75	0.8	65	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1054	19.5333333333	17	0.611740443652	0.333336666667	15	0	0	0	0	8	6	0.636363636364	0.428571428571	0.611111111111	1.87685547027	0.858880126071	0.375	0.722387357716	0.604166666667	0.5625	0.45703125	0.65	0.722222222222	73	NO	0.722222222222222	71	5	6	2	-34.50	1	13	5
1055	20.125	17	0.402436125966	NA	8	8	8	0	0	0	0	0.333333333333	0.384615384615	0.5	2.01744649107	0.938943365694	0.43137254902	0.833023849665	0.653654682481	0.6875	0.55	0.75	0.775	61	NO	0.727272727272727	58	7	5	1	-15.20	1	16	6
1056	21.6551724138	20	0.482016618172	0.505743333333	29	2	2	0	0	5	4	0.6	0.333333333333	0.625	2.02517035477	0.911533991137	0.423076923077	0.81236506998	0.670321349148	0.6875	0.584375	0.75	0.8	82	YES	0.863636363636364	58	7	4	1	-59.10	1	19	3
1057	22.4166666667	22	0.555395256917	0.138886666667	12	0	0	0	0	3	2	0.230769230769	0.111111111111	0.325	2.01053725955	0.97473215139	0.43137254902	0.833023849665	0.670321349148	0.6875	0.584375	0.75	0.8	71	YES	0.818181818181818	64	5	9	1	-43.30	1	18	4
1058	22.1428571429	21	0.394722478132	0.0	7	2	2	0	0	2	1	0.25	0.142857142857	0.533333333333	2.01399187531	0.959845287025	0.407407407407	0.89861640924	0.720321349148	0.8125	0.8125	0.85	0.925	71	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1059	22.0576923077	22	0.613462262375	0.05769	52	0	0	0	0	2	1	0.571428571429	0.25	0.424242424242	2.02627752034	0.884871189233	0.423076923077	0.79320268338	0.670321349148	0.6875	0.584375	0.75	0.8	69	YES	0.727272727272727	60	4	13	1	-24.90	1	16	6
1060	21.7948717949	21	0.39483678847	0.01282	39	3	3	0	0	2	2	0.555555555556	0.230769230769	0.642857142857	2.02223210439	0.92832660639	0.423076923077	0.818201081834	0.670321349148	0.6875	0.584375	0.75	0.8	68	NO	0.681818181818182	53	5	9	1	-22.60	1	15	7
1061	21.7222222222	18	0.271033742279	0.462966666667	18	3	3	0	0	5	5	0.0	0.125	0.666666666667	2.0218247883	0.918566162234	0.407407407407	0.856833373475	0.720321349148	0.75	0.75	0.8	0.9	70	NO	0.454545454545455	36	0	14	1	-15.80	1	10	12
1062	21.5454545455	21	0.639615431153	0.30303	11	0	0	0	2	3	2	0.285714285714	0.75	0.311111111111	2.04109744526	0.870841947005	0.415094339623	0.788555546171	0.653654682481	0.6875	0.55	0.75	0.775	71	YES	0.909090909090909	67	8	7	1	-53.40	1	20	2
1063	21.8270676692	21	0.403779448209	0.0852133333333	266	1	1	0	0	3	2	0.555555555556	0.230769230769	0.642857142857	2.02223210439	0.92832660639	0.44	0.883793641409	0.653654682481	0.8125	0.65	0.85	0.825	71	NO	0.772727272727273	53	3	9	1	-23.60	1	17	5
1064	22.0410958904	22	0.506493506494	0.05479	73	2	2	0	0	1	1	0.166666666667	0.2	0.342857142857	2.0089375021	0.984922629019	0.423076923077	0.827187837812	0.670321349148	0.6875	0.584375	0.75	0.8	71	YES	0.772727272727273	57	6	8	1	-40.90	1	17	5
1065	21.6	20	0.411720465525	0.0	10	3	3	0	0	3	2	0.111111111111	0.0769230769231	0.45	2.0089375021	0.984922629019	0.423076923077	0.907603165218	0.68069728663	0.875	0.7875	0.9	0.9	75	NO	0.681818181818182	73	5	6	2	-28.00	1	15	7
1066	22.2006920415	21	0.418008336058	0.01499	867	2	2	0	0	2	2	0.111111111111	0.230769230769	0.45	2.01053725955	0.97473215139	0.415094339623	0.89861640924	0.703654682481	0.8125	0.771875	0.85	0.9	68	YES	0.727272727272727	55	1	16	1	-21.40	1	16	6
1067	21.75	22	0.52904040404	NA	8	2	2	0	0	0	0	0.333333333333	0.4	0.375	2.01625404971	0.947752810306	0.415094339623	0.824037093687	0.686988015815	0.6875	0.61875	0.75	0.825	74	NO	0.772727272727273	71	7	4	1	-14.80	1	17	5
1068	18.8571428571	15	0.527445793132	0.190476666667	14	2	2	0	0	7	7	0.333333333333	0.6	0.375	2.02517035477	0.911533991137	0.423076923077	0.779568790193	0.653654682481	0.625	0.5	0.7	0.75	73	NO	0.590909090909091	75	1	8	2	-18.40	1	13	9
1069	22.125	22	0.431998556999	0.0	8	0	0	0	0	2	1	0.555555555556	0.0769230769231	0.642857142857	2.02063234694	0.93851708402	0.43137254902	0.833023849665	0.653654682481	0.6875	0.55	0.75	0.775	67	YES	0.863636363636364	59	2	13	1	-41.80	1	19	3
1070	22.0921985816	22	0.635147921907	0.02837	141	2	2	0	0	1	1	0.571428571429	0.75	0.424242424242	2.05126696747	0.810167632919	0.458333333333	0.761595278236	0.620321349148	0.625	0.4375	0.7	0.7	73	NO	0.818181818181818	72	10	6	1	-21.40	1	18	4
1071	23.0	22	0.5	0.111113333333	6	2	2	0	0	3	1	0.0909090909091	0.0909090909091	0.366666666667	2.0066753277	0.997015105738	0.43137254902	0.842010605643	0.647363953297	0.75	0.6	0.8	0.8	72	NO	0.318181818181818	21	0	5	1	-21.90	0.5	7	8
1072	21.0	18	0.565942159692	0.77778	9	3	3	0	0	3	0	0.5	0.2	0.444444444444	2.01744649107	0.938943365694	0.43137254902	0.817012207189	0.664030619963	0.75	0.6375	0.8	0.825	78	NO	0.681818181818182	46	0	4	1	-17.70	0.833333333333333	15	4
1073	22.4285714286	22	0.740063680281	0.214285	7	0	0	0	0	2	2	0.176470588235	0.2	0.242857142857	2.03166477483	0.874587334195	0.44	0.760406403592	0.647363953297	0.625	0.5	0.7	0.75	73	NO	0.727272727272727	52	1	4	1	-17.40	1	16	6
1074	21.125	19	0.792119437748	0.0	16	5	5	0	0	5	4	0.176470588235	0.2	0.242857142857	2.03166477483	0.874587334195	0.44	0.784215927402	0.63069728663	0.6875	0.515625	0.75	0.75	65	NO	0.818181818181818	62	1	5	2	-52.10	1	18	4
1075	22.1485714286	22	0.399601214003	0.097145	175	0	0	0	0	2	2	0.777777777778	0.538461538462	1.125	2.05001375033	0.821211980886	0.43137254902	0.746772510405	0.63069728663	0.5625	0.421875	0.65	0.7	73	YES	0.863636363636364	55	5	4	1	-34.30	1	19	3
1076	21.8571428571	21	0.663825757576	0.42857	14	1	1	0	0	2	2	0.466666666667	0.714285714286	0.340909090909	2.04688867024	0.830544836379	0.44	0.719812242471	0.63069728663	0.5625	0.421875	0.65	0.7	69	YES	0.727272727272727	55	3	9	1	-43.50	0.888888888888889	16	4
1077	22.0222222222	20	0.444812252964	0.0962966666667	45	4	4	4	6	3	3	0.4	0.0	0.47619047619	2.01239211786	0.970035764655	0.43137254902	0.827187837812	0.664030619963	0.6875	0.584375	0.75	0.8	68	YES	1	56	1	11	1	-63.00	1	22	0
1078	22.48	22	0.439856525614	0.24	25	0	0	0	0	2	0	0.4	0.5	0.47619047619	2.0218247883	0.918566162234	0.448979591837	0.737785754427	0.614030619963	0.5625	0.39375	0.65	0.675	73	NO	0.727272727272727	52	1	5	1	-19.80	1	16	6
1079	18.3461538462	16	0.501552965961	0.51282	26	1	1	0	1	7	6	0.555555555556	0.75	0.642857142857	1.84918113109	0.828938217425	0.369565217391	0.745864648336	0.584481765935	0.5625	0.45	0.65	0.714285714286	70	NO	0.529411764705882	38	1	10	1	 -7.50	1	9	8
1080	22.4	21	0.622159090909	0.0	10	3	3	0	1	1	0	0.428571428571	0.5	0.35	2.0272864776	0.894964537655	0.448979591837	0.736596879783	0.607739890779	0.5625	0.39375	0.65	0.675	69	YES	0.772727272727273	62	0	6	2	-27.10	1	17	5
1081	22.4285714286	22	0.594312692139	0.07143	7	0	0	0	0	2	2	0.384615384615	0.555555555556	0.361111111111	2.02568672015	0.90742468506	0.423076923077	0.79320268338	0.647363953297	0.6875	0.55	0.75	0.775	78	NO	0.636363636363636	60	3	13	1	-27.70	1	14	8
1082	22.0540540541	22	0.666339212106	0.144146666667	37	0	0	0	0	3	3	0.125	0.333333333333	0.253968253968	2.02568672015	0.90742468506	0.458333333333	0.746772510405	0.591073224112	0.5625	0.365625	0.65	0.65	73	YES	0.772727272727273	57	0	15	1	-36.70	1	17	5
1083	22.0	22	0.441919191919	NA	10	2	2	0	0	0	0	0.555555555556	0.538461538462	0.642857142857	2.03166477483	0.874587334195	0.448979591837	0.736596879783	0.614030619963	0.5625	0.39375	0.65	0.675	74	NO	0.409090909090909	70	20	4	1	-30.50	1	9	13
1084	21.3048780488	20	0.843088922442	0.158536666667	82	4	4	3	3	5	2	0.157894736842	1.0	0.215909090909	2.01855319666	0.671069477937	0.428571428571	0.636609836168	0.578559081169	0.328125	0.207236842105	0.5	0.564102564103	76	NO	0.952380952380952	47	1	5	1	-61.30	1	20	1
1085	22.0545454545	22	0.414347557205	0.063635	55	0	0	0	0	2	2	0.111111111111	0.230769230769	0.45	2.01053725955	0.97473215139	0.448979591837	0.803378314002	0.586988015815	0.6875	0.446875	0.75	0.7	67	YES	0.863636363636364	59	5	5	1	-38.50	1	19	3
1086	20.5882352941	18	0.534157153691	0.35294	34	4	4	2	2	2	0	0.0	0.4	0.333333333333	2.01239211786	0.970035764655	0.415094339623	0.874806885431	0.703654682481	0.8125	0.771875	0.85	0.9	69	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1087	22.8571428571	22	0.4788647343	0.428565	7	0	0	0	0	2	0	0.454545454545	0.0909090909091	0.458333333333	2.01399187531	0.959845287025	0.407407407407	0.92242593305	0.720321349148	0.875	0.875	0.9	0.95	68	NO	0.772727272727273	56	5	7	1	-36.30	1	17	5
1088	16.9339853301	16	0.592467252659	0.01589	409	7	7	0	1	2	1	0.0909090909091	0.2	0.366666666667	1.76587959074	0.941428031846	0.326530612245	0.797474523866	0.610749629867	0.666666666667	0.619047619048	0.736842105263	0.818181818182	69	NO	0.6875	78	20	14	1	-17.70	1	11	5
1089	21.5	20	0.580871212121	0.249996666667	28	0	0	0	0	4	3	0.538461538462	0.333333333333	0.433333333333	2.02342454575	0.906106014829	0.415094339623	0.818201081834	0.686988015815	0.6875	0.61875	0.75	0.825	67	YES	0.818181818181818	53	0	10	1	-45.70	1	18	4
1090	20.7307692308	18	0.531740266895	0.115385	26	4	4	0	1	2	1	0.0909090909091	0.454545454545	0.366666666667	2.01399187531	0.959845287025	0.43137254902	0.856833373475	0.670321349148	0.75	0.6375	0.8	0.825	74	YES	0.545454545454545	47	7	3	1	-29.20	1	12	10
1091	20.0	18	0.616790473384	0.214286666667	14	3	3	0	0	5	3	0.272727272727	0.142857142857	0.392857142857	1.85184257231	0.962563279705	0.375	0.823192548484	0.604166666667	0.6875	0.55859375	0.75	0.777777777778	70	NO	0.611111111111111	57	10	5	1	-42.20	1	11	7
1092	22.3333333333	22	0.717803030303	0.083335	6	0	0	0	0	2	1	0.125	0.666666666667	0.253968253968	2.04109744526	0.870841947005	0.423076923077	0.794391558024	0.670321349148	0.625	0.53125	0.7	0.775	72	YES	0.863636363636364	57	5	4	1	-46.60	1	19	3
1093	20.4615384615	16	0.38070073625	0.666666666667	26	5	5	0	0	3	0	0.5	0.0	0.666666666667	2.02063234694	0.93851708402	0.43137254902	0.856833373475	0.670321349148	0.75	0.6375	0.8	0.825	62	NO	0.5	60	4	4	2	-16.60	1	11	11
1094	21.1235294118	21	0.448402650626	0.0274466666667	340	6	6	0	0	4	2	0.111111111111	0.166666666667	0.45	1.97112987539	0.984950011311	0.411764705882	0.861609836168	0.672900199609	0.75	0.671052631579	0.8	0.846153846154	82	YES	0.857142857142857	67	6	9	1	-21.40	1	18	3
1095	21.790529695	21	0.282839889579	0.265383333333	1246	1	1	0	0	3	2	0.333333333333	0.125	0.75	2.02568672015	0.90742468506	0.415094339623	0.833023849665	0.703654682481	0.6875	0.653125	0.75	0.85	70	YES	0.863636363636364	60	0	20	1	-23.30	1	19	3
1096	22.4	21	0.528185582533	0.2	5	2	2	0	0	2	0	0.333333333333	0.0	0.375	2.01053725955	0.97473215139	0.4	0.833023849665	0.720321349148	0.6875	0.6875	0.75	0.875	88	YES	0.727272727272727	70	0	4	3	-29.70	1	16	6
1097	20.1111111111	18	0.453505029592	0.333333333333	18	1	1	0	0	5	5	0.111111111111	0.166666666667	0.45	1.97112987539	0.984950011311	0.388888888889	0.921045929945	0.707987918907	0.875	0.875	0.9	0.948717948718	81	YES	0.904761904761905	57	4	6	1	-48.00	1	19	2
1098	22.0384615385	22	0.311264822134	0.03846	26	0	0	0	0	1	1	0.428571428571	0.6	0.7	2.03671914804	0.834623127836	0.44	0.761595278236	0.653654682481	0.625	0.5	0.7	0.75	73	YES	0.818181818181818	61	1	16	1	-21.20	1	18	4
1099	21.0	19	0.371189727723	0.299813333333	179	1	1	0	0	4	4	0.333333333333	0.0769230769231	0.5	2.01239211786	0.970035764655	0.415094339623	0.907603165219	0.703654682481	0.8125	0.771875	0.85	0.9	67	YES	0.863636363636364	61	5	6	1	-42.50	1	19	3
1100	21.2857142857	21	0.426697095175	0.0	7	1	1	0	2	1	1	0.0	0.166666666667	0.4	2.00759900917	0.991524766643	0.43137254902	0.874806885431	0.670321349148	0.8125	0.690625	0.85	0.85	71	NO	0.590909090909091	39	0	4	1	-22.20	0.928571428571429	13	8
1101	21.7368421053	21	0.381240589121	0.355265	76	1	1	0	0	2	0	0.0	0.0	0.5	2.0111996765	0.9728301523	0.43137254902	0.788555546171	0.653654682481	0.625	0.5	0.7	0.75	76	YES	0.863636363636364	56	0	13	1	-39.90	1	19	3
1102	22.0425531915	21	0.28483201581	0.20922	94	2	2	1	1	3	2	0.666666666667	0.125	1.2	2.04109744526	0.870841947005	0.44	0.770582034215	0.636988015815	0.625	0.46875	0.7	0.725	77	YES	0.909090909090909	54	1	10	1	-42.60	1	20	2
1103	21.7142857143	20	0.523863636364	0.14286	7	2	2	0	0	2	2	0.166666666667	0.4	0.342857142857	2.01331579932	0.964545425559	0.423076923077	0.865820129453	0.670321349148	0.75	0.6375	0.8	0.825	71	NO	0.590909090909091	63	0	8	3	-13.10	0.8125	13	6
1104	19.358974359	14	0.332249307392	0.31624	39	10	10	4	2	3	3	0.333333333333	0.466666666667	0.75	1.99474367285	0.861545668413	0.446808510638	0.775925424014	0.631190660116	0.625	0.493421052632	0.7	0.74358974359	75	YES	0.380952380952381	77	23	8	1	 -8.30	1	8	13
1105	21.7368421053	20	0.51737248259	0.0350866666667	19	2	2	0	0	3	2	0.166666666667	0.0	0.342857142857	2.00759900917	0.991524766643	0.44	0.850997361621	0.653654682481	0.75	0.6	0.8	0.8	77	YES	0.818181818181818	61	6	6	1	-34.00	1	18	4
1106	17.2736842105	16	0.643456284751	0.305266666667	95	2	2	0	0	6	3	0.333333333333	0.5	0.375	1.79421992185	0.851409765557	0.340425531915	0.716561974328	0.577953350079	0.6	0.514285714286	0.684210526316	0.757575757576	70	NO	0.75	43	2	10	1	-23.40	1	12	4
1107	21.7941176471	21	0.615229939143	0.367645	34	0	0	0	0	2	2	0.230769230769	0.333333333333	0.325	2.01399187531	0.959845287025	0.423076923077	0.850997361621	0.670321349148	0.75	0.6375	0.8	0.825	61	YES	0.772727272727273	57	5	5	1	-33.10	1	17	5
1108	21.6710526316	21	0.332890479366	0.44079	76	0	0	1	4	2	2	0.142857142857	0.466666666667	0.583333333333	2.02416139752	0.893155915974	0.415094339623	0.842010605643	0.686988015815	0.75	0.675	0.8	0.85	69	YES	0.545454545454545	48	0	13	1	-10.90	1	12	10
1109	16.5867346939	16	0.623951940939	0.02381	196	2	2	0	0	12	1	0.777777777778	0.428571428571	1.125	1.80243974703	0.824698735174	0.355555555556	0.684893065497	0.53033430246	0.533333333333	0.380952380952	0.631578947368	0.666666666667	75	NO	0.75	53	11	4	1	-37.20	1	12	4
1110	21.7565789474	22	0.647652570031	0.02632	152	0	0	0	0	1	1	0.285714285714	1.0	0.311111111111	2.03671914804	0.772012048241	0.423076923077	0.761595278236	0.664030619963	0.421875	0.35859375	0.6	0.725	73	YES	0.590909090909091	49	0	21	1	-35.50	1	13	9
1111	18.0	17	0.47206820878	0.2029	23	0	0	0	0	7	4	0.111111111111	0.25	0.45	1.80170734149	0.985667642653	0.369565217391	0.769454882779	0.584481765935	0.5625	0.45	0.65	0.714285714286	74	NO	0.647058823529412	62	16	4	1	-17.40	1	11	6
1112	21.9705882353	22	0.370344975935	0.02941	68	0	0	0	0	1	1	0.333333333333	0.0769230769231	0.5	2.01239211786	0.970035764655	0.44	0.827187837812	0.653654682481	0.6875	0.55	0.75	0.775	77	YES	0.272727272727273	19	0	6	1	-17.90	0.5	6	10
1113	18.0	12	0.581765949133	0.4	5	6	6	0	0	5	0	0.5	0.4	0.444444444444	2.0218247883	0.918566162234	0.423076923077	0.809214325856	0.664030619963	0.75	0.6375	0.8	0.825	72	NO	0.5	64	13	5	1	-18.90	0.785714285714286	11	8
1114	22.4285714286	22	0.666996047431	0.42857	7	0	0	0	0	1	0	0.466666666667	1.0	0.340909090909	2.04183429703	0.73641507615	0.448979591837	0.717434493182	0.620321349148	0.421875	0.2953125	0.6	0.65	75	YES	0.772727272727273	60	7	5	1	-44.70	1	17	5
1115	20.3333333333	20	0.576969309463	0.5	6	2	2	0	0	2	0	0.230769230769	1.0	0.325	2.03671914804	0.772012048241	0.44	0.685827088039	0.620321349148	0.328125	0.2296875	0.5	0.6	73	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
